INVOICE_DATE,INVOICE_NUMBER,RETAILER_CODE,HIERARCHY_CATEGORY,HIERARCHY_BRAND,HIERARCHY_REGIONAL_BRAND,PRODUCT_CODE,GROSS_AMOUNT
2025-04-17,IN15890326000767,Out-378995,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000805,Out-379202,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001009,Out-379300,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-23,IN15890326001071,Out-379262,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000697,Out-379336,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326000992,Out-379046,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-15,IN15890326000644,Out-379241,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000762,Out-379143,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001021,Out-379265,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-21,IN15890326000929,Out-379107,Packaged Foods,Tata Salt,TS Crystal,15000000001334,772.500000
2025-04-16,IN15890326000687,Out-379025,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001014,Out-379195,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-19,IN15890326000896,Out-378990,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000658,Out-379338,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000807,Out-379419,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000723,Out-379414,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000955,Out-378799,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000694,Out-379200,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000720,Out-378902,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000612,Out-378802,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000806,Out-379407,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000664,Out-378949,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000685,Out-378944,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000952,Out-379201,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000954,Out-379060,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000800,Out-378832,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000691,Out-379213,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000610,Out-379261,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000627,Out-378874,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000957,Out-379173,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000763,Out-379013,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000899,Out-379212,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000931,Out-379301,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001011,Out-379392,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-15,IN15890326000656,Out-379161,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000798,Out-379065,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000683,Out-379180,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000718,Out-378903,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001020,Out-379362,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-19,IN15890326000872,Out-378825,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000873,Out-379363,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000927,Out-379108,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001015,Out-379303,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-17,IN15890326000721,Out-378798,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000680,Out-379092,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000863,Out-379327,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000727,Out-379264,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000864,Out-379251,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001017,Out-378920,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-15,IN15890326000665,Out-379265,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001028,Out-378871,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000961,Out-379252,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000726,Out-378882,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-23,IN15890326001075,Out-379106,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-22,IN15890326001049,Out-379329,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000613,Out-379359,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000717,Out-379271,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000602,Out-379194,Packaged Foods,Tata Salt,TS Crystal,15000000001334,139.050000
2025-04-16,IN15890326000696,Out-378857,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000867,Out-379093,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000801,Out-379012,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000959,Out-378845,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000810,Out-379138,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000856,Out-379343,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000973,Out-378940,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000932,Out-379279,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000661,Out-378875,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001007,Out-378874,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-15,IN15890326000663,Out-379195,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000667,Out-378811,Packaged Foods,Tata Salt,TS Crystal,15000000001334,30.900000
2025-04-21,IN15890326000966,Out-379245,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000870,Out-378975,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000865,Out-378826,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000866,Out-378906,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000607,Out-378996,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000964,Out-379285,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000799,Out-379070,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000692,Out-379149,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000657,Out-379362,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000722,Out-379331,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-17,IN15890326000719,Out-379146,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000606,Out-379108,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000861,Out-378923,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000603,Out-379381,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000652,Out-379163,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000682,Out-379229,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000679,Out-379191,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000653,Out-379300,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000666,Out-379103,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-15,IN15890326000659,Out-379188,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001008,Out-379163,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-22,IN15890326001022,Out-379379,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-16,IN15890326000690,Out-378792,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-21,IN15890326000956,Out-379054,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-22,IN15890326001012,Out-379161,Packaged Foods,Tata Salt,TS Crystal,15000000001334,15.450000
2025-04-19,IN15890326000868,Out-378921,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-23,IN15890326001073,Out-379254,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-19,IN15890326000852,Out-378867,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-23,IN15890326001074,Out-378944,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-04-16,IN15890326000681,Out-379260,Packaged Foods,Tata Salt,TS Crystal,15000000001334,386.250000
2025-05-11,IN17248426001529,Out-550763,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-06-11,IN17248426002523,Out-3907779,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-30,IN17248426002191,Out-550760,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-06-13,IN17248426A00231,Out-4510967,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-29,IN17248426002171,Out-4476249,Packaged Beverages,Tata Tea,Gemini,14000000012635,52.000000
2025-05-08,IN17248426001428,Out-550712,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-28,IN17248426002086,Out-4333610,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-06,IN17248426002426,Out-4510961,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-18,IN17248426A00321,Out-550709,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-05-09,IN17248426001488,Out-550688,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-08,IN17248426001419,Out-550695,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-08,IN17248426001415,Out-550708,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-05-30,IN17248426002221,Out-550757,Packaged Beverages,Tata Tea,Gemini,14000000012635,364.000000
2025-05-11,IN17248426001492,Out-550694,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-03,IN17248426002317,Out-4333610,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-19,IN17248426002791,Out-724390,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-09,IN17248426001484,Out-4510967,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-08,IN17248426001416,Out-550670,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-10,IN17248426002472,Out-550832,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-08,IN17248426001392,Out-550608,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-05,IN17248426001243,Out-550754,Packaged Beverages,Tata Tea,Gemini,14000000012635,52.000000
2025-05-28,IN17248426002074,Out-4478097,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-07,IN17248426001331,Out-723587,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-14,IN17248426002624,Out-550717,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-29,IN17248426002167,Out-550681,Packaged Beverages,Tata Tea,Gemini,14000000012635,52.000000
2025-05-08,IN17248426001412,Out-550814,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-07,IN17248426002443,Out-4482191,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-02,IN17248426A00069,Out-550686,Packaged Beverages,Tata Tea,Gemini,14000000012635,520.000000
2025-05-12,IN17248426001571,Out-550747,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-20,IN17248426A00365,Out-550694,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-20,IN17248426A00351,Out-4297975,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-08,IN17248426001426,Out-676910,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-08,IN17248426001404,Out-4480493,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-11,IN17248426001527,Out-550778,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-06-06,IN17248426A00136,Out-550655,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-05-09,IN17248426001470,Out-550836,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-06-16,IN17248426002687,Out-4477741,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-05-11,IN17248426001526,Out-550648,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-07,IN17248426001343,Out-4479901,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-05,IN17248426A00114,Out-550756,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-29,IN17248426002172,Out-979342,Packaged Beverages,Tata Tea,Gemini,14000000012635,52.000000
2025-06-04,IN17248426002343,Out-882038,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-20,IN17248426A00357,Out-4485385,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-06-16,IN17248426002682,Out-4570596,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-09,IN17248426001469,Out-4510961,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-16,IN17248426002684,Out-4571414,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-02,IN17248426002286,Out-673791,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-06,IN17248426001321,Out-4478781,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-19,IN17248426002784,Out-550735,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-12,IN17248426001559,Out-550787,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-13,IN17248426002588,Out-550750,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-05,IN17248426001233,Out-949576,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-09,IN17248426001467,Out-550689,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-09,IN17248426001447,Out-550790,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-05-06,IN17248426001296,Out-550604,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-06-19,IN17248426002783,Out-550835,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-06-20,IN17248426A00371,Out-550689,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-06-10,IN17248426A00176,Out-550635,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-13,IN17248426001597,Out-550635,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-09,IN17248426001472,Out-1313359,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-05-05,IN17248426001255,Out-550617,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-05-30,IN17248426002190,Out-1056556,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-06-11,IN17248426002522,Out-4474015,Packaged Beverages,Tata Tea,Gemini,14000000012635,208.000000
2025-06-16,IN17248426002681,Out-4568215,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-06-16,IN17248426002679,Out-4568116,Packaged Beverages,Tata Tea,Gemini,14000000012635,104.000000
2025-05-05,IN17248426001232,Out-550796,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-06,IN17248426001323,Out-550752,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-28,IN17248426002087,Out-4333635,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-16,IN17248426002685,Out-4571453,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-31,IN17248426002253,Out-550753,Packaged Beverages,Tata Tea,Gemini,14000000012635,52.000000
2025-05-28,IN17248426002080,Out-550798,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-08,IN17248426001427,Out-550662,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-11,IN17248426001541,Out-4482191,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-06,IN17248426A00135,Out-550824,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-06-16,IN17248426002688,Out-949759,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-13,IN17248426001611,Out-550847,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-11,IN17248426001494,Out-4476762,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-07,IN17248426001361,Out-615439,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-12,IN17248426001561,Out-550779,Packaged Beverages,Tata Tea,Gemini,14000000012635,260.000000
2025-05-09,IN17248426001446,Out-550585,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-14,IN17248426001621,Out-1401124,Packaged Beverages,Tata Tea,Gemini,14000000012635,52.000000
2025-05-06,IN17248426001318,Out-739087,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-06-10,IN17248426002491,Out-550798,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
2025-05-28,IN17248426002073,Out-4478059,Packaged Beverages,Tata Tea,Gemini,14000000012635,156.000000
2025-05-28,IN17248426002093,Out-550709,Packaged Beverages,Tata Tea,Gemini,14000000012635,312.000000
